rating,review_count,price_level,lat,lng
0.8,0.0016852039096730705,0.3333333333333333,0.4602034875662184,0.28843417750999834
0.7,0.00741489720256151,0.0,0.9916692079510199,0.5903458623276947
0.7749999999999999,0.00455005055611729,0.3333333333333333,0.6492889024424358,0.5692888739426962
0.8500000000000001,0.012470508931580722,0.3333333333333333,0.3772282442960204,0.7684766019090148
0.8,0.08274351196494777,0.3333333333333333,0.6671425799118538,0.39066663217522546
0.8500000000000001,0.002190765082574992,0.3333333333333333,0.8613844916969242,0.5485940450630551
0.7749999999999999,0.0380856083586114,0.3333333333333333,0.6474037315294936,0.5124427658638524
0.75,0.010785305021907651,0.3333333333333333,0.3817609714175205,0.7801174431540403
0.825,0.003875968992248062,0.3333333333333333,0.13168473288794758,0.7592415345216068
0.825,0.005055611729019211,0.3333333333333333,0.18713093620920063,0.5949763302894553
0.7,0.018705763397371084,0.0,0.8849491281084738,0.5304860697933691
0.75,0.0008426019548365353,0.3333333333333333,0.6627761914003258,0.5873968492121548
0.875,0.03606336366700371,0.3333333333333333,0.607704249951496,0.5088599736141077
0.825,0.005055611729019211,0.3333333333333333,0.8988106789387871,0.5692888739426962
0.8999999999999999,0.009268621503201888,0.0,0.09425854564608471,0.7592415345216068
0.875,0.024266936299292215,0.3333333333333333,0.18297247096006686,0.5691077941899039
0.7749999999999999,0.002190765082574992,0.3333333333333333,0.4602034875662184,0.1966008743565908
0.875,0.003875968992248062,0.3333333333333333,0.6861467661001939,0.41001629717766264
0.875,0.017020559487698015,0.3333333333333333,0.704735105763632,0.5563546058929205
0.8500000000000001,0.0010111223458038423,0.3333333333333333,0.704735105763632,0.5615283131126034
0.7,0.0013481631277384564,0.3333333333333333,0.6908735549333755,0.41832009726567776
0.7749999999999999,0.02005392652510954,0.3333333333333333,0.36733109700315936,0.7851100706209309
0.875,0.004381530165149983,0.0,0.4602034875662184,0.34534495692901146
0.8,0.00741489720256151,0.6666666666666667,0.6451442987441283,0.4273611506323505
0.7749999999999999,0.14981462756993597,0.3333333333333333,0.645130437193302,0.7374343585895531
0.8,0.014155712841253791,0.3333333333333333,0.4227773003244124,0.2625656414104469
0.8,0.002190765082574992,0.3333333333333333,0.4893127443098706,0.31818299402448247
0.875,0.004381530165149983,0.0,0.34376646059160976,0.28067361667990554
0.7749999999999999,0.0003370407819346141,0.3333333333333333,0.625350004158463,0.5343663502083018
0.8,0.011290866194809573,0.0,0.6170330736603091,0.702511834855386
0.7749999999999999,0.002190765082574992,0.3333333333333333,0.17881400571098993,0.5872157694595899
0.8,0.00286484664644422,0.3333333333333333,0.10812009647639798,0.7760560829863152
0.8,0.010785305021907651,0.3333333333333333,0.36733109700315936,0.779936363401248
0.7749999999999999,0.03606336366700371,0.3333333333333333,0.6077181115023222,0.6856972863906776
0.7749999999999999,0.0008426019548365353,0.3333333333333333,0.7463197582545718,0.5903329280595244
0.825,0.003370407819346141,0.0,0.46436195281529535,0.16426520423192414
0.8,0.0018537243006403776,0.3333333333333333,0.47129272823042356,0.29748816514461396
0.8999999999999999,0.005392652510953826,0.3333333333333333,0.6128746084112322,0.5046175336935903
0.8999999999999999,0.00623525446579036,0.0,0.2564386903607101,0.7230255839820074
0.8,0.002190765082574992,0.3333333333333333,0.45188655706800773,0.2949013115348862
0.7749999999999999,0.0018537243006403776,0.3333333333333333,0.11366471680850054,0.7760560829863152
0.8500000000000001,0.0010111223458038423,0.3333333333333333,0.6350530897396993,0.5395400574282121
0.825,0.002190765082574992,0.0,0.3950541986637859,0.23669710531066812
0.75,0.003875968992248062,0.3333333333333333,0.5128773807213634,0.2677393486303572
0.825,0.002190765082574992,0.6666666666666667,0.3619805383826815,0.7969319916187487
0.875,0.09673070441523425,0.0,0.672409969227374,0.4204154486897096
0.875,0.00741489720256151,0.0,0.6584236644396242,0.3324106888790084
0.75,0.002190765082574992,0.3333333333333333,0.4699065731473979,0.43588483327721406
0.7749999999999999,0.03185035389282104,0.0,0.8706994538549111,0.5515430581783676
0.925,0.009268621503201888,0.0,0.4990158298910501,0.4151900043975729
0.825,0.015840916750926866,0.3333333333333333,0.2744587064401003,0.5949763302894553
0.8,0.009268621503201888,0.3333333333333333,0.44634193673590516,0.27808676307017777
0.8999999999999999,0.014661274014155713,0.0,0.17742785062790745,0.5600538065550609
0.7749999999999999,0.0018537243006403776,0.3333333333333333,0.15524936929944033,0.5665209405799487
0.875,0.05207280080889788,0.0,0.36317263175408243,0.779936363401248
0.8999999999999999,0.014155712841253791,0.3333333333333333,0.6126805466996075,0.016814548464708423
0.7749999999999999,0.003875968992248062,0.3333333333333333,0.4477280918189308,0.29748816514461396
0.825,0.00455005055611729,0.3333333333333333,0.8706994538549111,0.5524743254779878
0.925,0.019211324570273004,0.3333333333333333,0.6958498516814302,0.2276431176760525
0.875,0.009268621503201888,0.0,0.4823819688947424,0.4604599425717879
0.8500000000000001,0.00016852039096730705,0.3333333333333333,0.7043608438912088,0.5602348863076259
0.8500000000000001,0.005055611729019211,0.0,0.4089157494940423,0.67904907261277
0.8,0.0030333670374115265,0.3333333333333333,0.2661417759418896,0.3531055177586495
0.8500000000000001,0.006740815638692282,0.3333333333333333,0.8891075933576076,0.5563546058929205
0.7749999999999999,0.0035389282103134483,0.0,0.4449557816528795,0.21600227643125436
0.7749999999999999,0.047691270643747896,0.3333333333333333,0.8762440741870137,0.5605970458129832
0.8,0.0016852039096730705,0.3333333333333333,0.36733109700315936,0.25739193419053663
0.925,0.00859453993933266,0.0,0.4047572842449654,0.32335670124439275
0.75,0.01651499831479609,0.3333333333333333,0.6716614454825844,0.3994748687171068
0.8,0.009268621503201888,0.3333333333333333,0.9639599678412196,0.595519569547605
0.8500000000000001,0.0035389282103134483,0.3333333333333333,0.5059466053062351,0.6816359262229525
0.825,0.0003370407819346141,0.3333333333333333,0.6950320201824525,0.5563546058929205
0.725,0.0018537243006403776,0.0,0.4629757977322697,0.18884031352672537
0.8999999999999999,0.00741489720256151,0.0,0.4602034875662184,0.19530744755161322
0.8,0.00455005055611729,0.3333333333333333,0.6404036483601772,0.3143027136093224
0.875,0.005392652510953826,0.0,0.6625821296887011,0.32982383526905323
0.7749999999999999,0.022581732389619146,0.3333333333333333,0.972263036788604,0.5877460744495693
0.825,0.0023592854735422983,0.3333333333333333,0.46713426298134664,0.4229505652276657
0.8,0.00623525446579036,0.3333333333333333,0.7833716836240114,0.4878029852288819
0.875,0.00623525446579036,0.3333333333333333,0.7879044107455115,0.4790982228316807
0.7749999999999999,0.47168857431749245,0.3333333333333333,0.27030024119102336,0.5768683550197693
0.8,0.0023592854735422983,0.3333333333333333,0.584957445038981,0.27549990945999525
0.825,0.0310077519379845,0.3333333333333333,0.3021818081007268,0.43976511369237414
0.7,0.006909336029659589,0.0,0.7833716836240114,0.6123211837441431
0.7749999999999999,0.0016852039096730705,0.3333333333333333,0.41584652490922736,0.6725819385881096
0.8999999999999999,0.004381530165149983,0.0,0.465748107898321,0.21212199601632165
0.8500000000000001,0.0030333670374115265,0.3333333333333333,0.704735105763632,0.5602348863076259
0.8,0.0016852039096730705,0.3333333333333333,0.2245571234509498,0.6195514395840291
0.925,0.00741489720256151,0.0,0.43941116132077696,0.22117598365093727
0.825,0.014155712841253791,0.3333333333333333,0.3409941504255585,0.8601288253098573
0.7749999999999999,0.008088978766430738,0.3333333333333333,0.9774333952482834,0.6084538375973807
0.825,0.006909336029659589,0.3333333333333333,0.6029774611183711,0.029748816514484133
0.825,0.00623525446579036,0.3333333333333333,0.4685204180643723,0.32335670124439275
0.825,0.00910010111223458,0.3333333333333333,0.8679271436888598,0.5576480326978981
0.7749999999999999,0.0023592854735422983,0.3333333333333333,0.2938648776025161,0.21082856921134407
0.875,0.14307381193124366,0.6666666666666667,0.2564386903607101,0.517370721990801
0.8500000000000001,0.003370407819346141,0.3333333333333333,0.750492085054475,0.6032801303774704
0.875,0.005392652510953826,0.0,0.41861883507527864,0.2858473238998158
0.75,0.005561172901921133,0.3333333333333333,0.27030024119102336,0.13322296091268981
0.825,0.002190765082574992,0.0,0.4227773003244124,0.13710324132739515
0.75,0.00741489720256151,0.0,0.6590058495744984,0.3795043588484077
0.8999999999999999,0.004381530165149983,0.3333333333333333,0.6297579773225266,0.4874666942598651
0.8999999999999999,0.005055611729019211,0.0,0.3493110809237123,0.27549990945999525
0.875,0.010616784630940344,0.3333333333333333,0.7182223947215789,0.9831854515352916
0.8,0.0030333670374115265,0.3333333333333333,0.6312688863630456,0.7416767985100705
0.8,0.0023592854735422983,0.3333333333333333,0.5156496908874146,0.2716196290452899
0.825,0.00455005055611729,0.3333333333333333,0.36317263175408243,0.11252813203304868
0.7749999999999999,0.0011796427367711494,0.3333333333333333,0.625350004158463,0.5343663502083018
0.875,0.03606336366700371,0.3333333333333333,0.3562418563388974,0.10476757120318325
0.8,0.005392652510953826,0.3333333333333333,0.3493110809237123,0.7579481077166292
0.8,0.006066734074823054,0.3333333333333333,0.894638352138827,0.586465581912762
0.825,0.0016852039096730705,0.3333333333333333,0.41861883507527864,0.14357037535251038
0.7749999999999999,0.002190765082574992,0.3333333333333333,0.3637409553380735,0.7594226142741718
0.7749999999999999,0.00286484664644422,0.3333333333333333,0.24257713953039683,0.16426520423192414
0.8,0.002190765082574992,0.3333333333333333,0.4505004019849821,0.17719947228192723
0.7749999999999999,0.006909336029659589,0.3333333333333333,0.5572343433783544,0.2496313733606712
0.8500000000000001,0.005561172901921133,0.3333333333333333,0.5891159102880579,0.01293426804977571
0.8500000000000001,0.015840916750926866,0.3333333333333333,0.20515095228859082,0.5962697570944329
0.75,0.003875968992248062,0.3333333333333333,0.4990158298910501,0.41001629717766264
0.825,0.014155712841253791,0.3333333333333333,0.3409941504255585,0.8601288253098573
0.7749999999999999,0.015840916750926866,0.3333333333333333,0.686728951235068,0.9495563546058747
0.825,0.0016852039096730705,0.3333333333333333,0.543372792548098,0.5186641487957786
0.7749999999999999,0.0025278058645096056,0.3333333333333333,0.958415347509117,0.5916392891326723
0.7749999999999999,0.035220761712167176,0.3333333333333333,0.09841701089516164,0.7747626561813377
0.8,0.0018537243006403776,0.3333333333333333,0.44634193673590516,0.21729570323623193
0.8,0.0018537243006403776,0.3333333333333333,0.29802334285159304,0.13710324132739515
0.875,0.014155712841253791,0.3333333333333333,0.20930941753766774,0.7010373282973887
0.8,0.00286484664644422,0.3333333333333333,0.8988106789387871,0.5783428615773119
0.75,0.020728008088978768,0.3333333333333333,0.686728951235068,0.5437695630803319
0.825,0.0018537243006403776,0.3333333333333333,0.5114912256383377,0.2509248001656488
0.8,0.0006740815638692282,0.3333333333333333,0.6627761914003258,0.5873968492121548
0.7749999999999999,0.35372430064037746,0.3333333333333333,0.666740594937778,0.517370721990801
0.725,0.003875968992248062,0.0,0.4047572842449654,0.7411335592519208
0.7749999999999999,0.004381530165149983,0.3333333333333333,0.24257713953039683,0.17202576506201694
0.825,0.007246376811594203,0.3333333333333333,0.7598070472124618,0.9922394391701346
